"commune","type","infraction","code_reg","code_dep","lat","lng","ville_ref"
"La Chapelle-aux-Chasses","P",13.33,83,"03",46.6598285232,3.53021703178,"Moulins"
"La Chapelle-aux-Saints","P",14.059999999999999,74,"19",44.9831181613,1.71908951558,"Brive-la-Gaillarde"
"La Chapelle-Basse-Mer","P",35.38,52,"44",47.2808739279,-1.34947633422,"Rezé"
"La Chapelle-Bertrand","P",23.379999999999995,54,"79",46.6181522688,-0.191159883501,"Parthenay"
"La Chapelle-Cécelin","P",15.36,25,"50",48.8078496044,-1.16781595111,"Avranches"
"La Chapelle-d'Aligné","P",19.96,52,"72",47.7357624962,-0.239313102989,"Flèche (La)"
"La Chapelle-de-Brain","P",23.869999999999997,53,"35",47.6972959919,-1.93416464602,"Redon"
"La Chapelle-des-Fougeretz","P",31.27,53,"35",48.1768937301,-1.74067185823,"Rennes"
"La Chapelle-devant-Bruyères","P",18.23,41,"88",48.178743233,6.80624772393,"Saint-Dié-des-Vosges"
"La Chapelle-du-Châtelard","P",21.809999999999995,82,"01",46.0744536905,5.02162055898,"Bourg-en-Bresse"
"La Chapelle-en-Lafaye","P",20.71,82,"42",45.4593011559,3.98511801378,"Montbrison"
"La Chapelle-Enchérie","P",16.57,24,"41",47.8261991313,1.21209183111,"Vendôme"
"La Chapelle-Erbrée","P",18.12,53,"35",48.1402551265,-1.08972100382,"Vitré"
"La Chapelle-Gaceline","P",24.89,53,"56",47.790691436,-2.10022603174,"Vannes"
"La Chapelle-Gonaguet","P",19.78,72,"24",45.2301791258,0.619050495497,"Périgueux"
"Sainte-Cécile","P",19.79,52,"85",46.7309688326,-1.12107316048,"Roche-sur-Yon (La)"
"Sainte-Cérotte","P",21.94,52,"72",47.9011298028,0.682806358799,"Mans (Le)"
"Sainte-Colombe","P",29.24,54,"17",45.281890465,-0.273965618336,"Jonzac"
"Sainte-Colombe","P",18.24,72,"40",43.6810025684,-0.556768147827,"Mont-de-Marsan"
"Sainte-Colombe","P",11.070000000000002,25,"50",49.4151457162,-1.51172159828,"Cherbourg-Octeville"
"Sainte-Colombe-de-Duras","P",31.93,72,"47",44.695891392,0.119530622673,"Marmande"
"Sainte-Colombe-près-Vernon","P",23.19,23,"27",49.094937175,1.34106749304,"Louviers"
"Sainte-Colombe-sur-Seine","P",17.959999999999997,26,"21",47.8608080678,4.52802612244,"Montbard"
"Sainte-Consorce","P",32.71,82,"69",45.7744360761,4.69352659139,"Arbresle (L')"
"Sainte-Croix","P",33.14,82,"26",44.7715735756,5.28737455542,"Die"
"Sainte-Croix-de-Mareuil","P",17.25,72,"24",45.4655946689,0.422846944104,"Nontron"
"Sainte-Croix-en-Plaine","P",20.89,42,"68",48.0108373364,7.39448245044,"Colmar"
"Sainte-Croix-Vallée-Française","P",17.74,91,"48",44.1863337479,3.74222985458,"Florac"
"Sainte-Enimie","P",17.74,91,"48",44.3777129567,3.41934570392,"Florac"
"Sainte-Eulalie","P",26.229999999999997,82,"07",44.8287147176,4.18597793288,"Largentière"
"Sainte-Eulalie-d'Ans","P",19.78,72,"24",45.2493030255,1.02147550691,"Périgueux"
"Sainte-Euphémie-sur-Ouvèze","P",35.68,82,"26",44.3011387229,5.3913641468,"Nyons"
"Sainte-Feyre-la-Montagne","P",14.680000000000001,74,"23",45.8948418395,2.23233670208,"Aubusson"
"Sainte-Florence","P",19.79,52,"85",46.7890320748,-1.15795642581,"Roche-sur-Yon (La)"
"Sainte-Foy","P",15.540000000000001,26,"71",46.2773831538,4.13207987925,"Charolles"
"Sainte-Foy-de-Peyrolières","P",35.41,73,"31",43.4808986734,1.13693209455,"Toulouse Mirail"
"Sainte-Foy-Saint-Sulpice","P",20.71,82,"42",45.7766813055,4.1090035213,"Montbrison"
"Sainte-Gauburge-Sainte-Colombe","P",18.04,25,"61",48.7078395565,0.444533266372,"Alençon-Argentan"
"Sainte-Gemme","P",37.22,21,"51",49.1449983194,3.66273959081,"Epernay"
"Sainte-Gemmes","P",16.57,24,"41",47.7960525233,1.24957595436,"Vendôme"
"Sainte-Geneviève","P",11.070000000000002,25,"50",49.6595933268,-1.3069626688,"Cherbourg-Octeville"
"Sainte-Geneviève-sur-Argence","P",9.94,73,"12",44.8003905234,2.7434750028,"Rodez"
"Sainte-Hélène","P",18.23,41,"88",48.2911473664,6.65955609502,"Saint-Dié-des-Vosges"
"Sainte-Hélène-du-Lac","P",34.489999999999995,82,"73",45.4796430592,6.05492059443,"Chambéry"
"Sainte-Honorine-du-Fay","P",16.919999999999998,25,"14",49.0700697986,-0.491095883025,"Caen"
"Sainte-Juliette","P",37.0,73,"82",44.2920682024,1.16527808537,"Castelsarrasin"
"Sainte-Livrade-sur-Lot","P",19.59,72,"47",44.4058755457,0.599870593015,"Villeneuve-sur-Lot"
"Sainte-Luce","P",34.89000000000001,82,"38",44.8504153429,5.90543846045,"Mure (La)"
"Sainte-Magnance","P",31.3,26,"89",47.4523409147,4.08447153654,"Avallon"
"Sainte-Marguerite-des-Loges","P",14.979999999999999,25,"14",49.0160717183,0.199515257042,"Lisieux"
"Sainte-Marguerite-sur-Mer","P",13.1,23,"76",49.9065952849,0.955245965887,"Dieppe"
"Sainte-Marie","P",18.830000000000002,26,"58",47.111632983,3.44705005669,"Château-Chinon"
"Sainte-Marie-à-Py","P",32.91,21,"51",49.2393806185,4.50756056596,"Châlons-en-Champagne"
"Sainte-Marie-aux-Mines","P",20.89,42,"68",48.2285762223,7.16926143657,"Colmar"
"Sainte-Marie-de-Cuines","P",28.859999999999996,82,"73",45.3192133197,6.29393151953,"Saint-Jean-de-Maurienne"
"Sainte-Marie-du-Bois","P",16.169999999999998,52,"53",48.4689132651,-0.483184155223,"Mayenne"
"Sainte-Marie-en-Chaux","P",24.41,43,"70",47.7964768334,6.29978833276,"Lure"
"Sainte-Marie-la-Blanche","P",24.460000000000004,26,"21",46.9740829451,4.89156932927,"Beaune"
"Sainte-Marie-sur-Ouche","P",24.919999999999998,26,"21",47.2887325943,4.80366866589,"Dijon"
"Sainte-Même","P",32.03,54,"17",45.8798297244,-0.456697276737,"Saint-Jean-d'Angély"
"Sainte-Mondane","P",17.16,72,"24",44.8354016232,1.34672272166,"Sarlat-la-Canéda"
"Sainte-Nathalène","P",17.16,72,"24",44.9135267404,1.28096434427,"Sarlat-la-Canéda"
"Sainte-Opportune-la-Mare","P",24.16,23,"27",49.4248481767,0.533630300174,"Pont-Audemer"
"Sainte-Pexine","P",19.79,52,"85",46.5596018797,-1.12406235901,"Roche-sur-Yon (La)"
"Sainte-Radegonde","P",28.32,54,"17",45.8492187707,-0.872725907585,"Saintes"
"Sainte-Radégonde-des-Noyers","P",21.259999999999998,52,"85",46.3694246909,-1.06671995264,"Fontenay-le-Comte"
"Sainte-Ruffine","P",25.24,41,"57",49.1065906287,6.09568579469,"Metz"
"Sainte-Scolasse-sur-Sarthe","P",18.04,25,"61",48.5810388449,0.385128508121,"Alençon-Argentan"
"Sainte-Soline","P",18.869999999999997,54,"79",46.2515989193,0.0479672855851,"Niort"
"Sainte-Suzanne","P",16.25,52,"53",48.1028813013,-0.354680320285,"Laval"
"Sainte-Suzanne-sur-Vire","P",10.329999999999998,25,"50",49.0733180514,-1.05714630383,"Saint-Lô"
"Sainte-Trie","P",19.78,72,"24",45.2931649261,1.21244167771,"Périgueux"
"Saintes-Maries-de-la-Mer","P",58.449999999999996,93,"13",43.50398297,4.46396357194,"Arles"
"Saints-Geosmes","P",25.62,21,"52",47.8274545004,5.31702793629,"Langres"
"Saires","P",15.8,54,"86",46.8901347476,0.231765971356,"Châtellerault"
"Saivres","P",18.869999999999997,54,"79",46.4370891679,-0.233108202857,"Niort"
"Salagnac","P",19.78,72,"24",45.3155697873,1.21187713732,"Périgueux"
"Salaunes","P",32.64,72,"33",44.9276818201,-0.845720627431,"Lesparre-Médoc"
"Saleich","P",25.51,73,"31",43.02832537,0.968226003804,"Saint-Gaudens"
"Saléon","P",21.53,93,"05",44.3201551058,5.77527169353,"Gap"
"Salerm","P",25.51,73,"31",43.3071722167,0.824917497249,"Saint-Gaudens"
"Salettes","P",37.660000000000004,82,"26",44.5660899687,4.96944510091,"Pierrelatte"
"Salies-du-Salat","P",25.51,73,"31",43.1013456235,0.962933495319,"Saint-Gaudens"
"Salignac-sur-Charente","P",28.32,54,"17",45.6692835871,-0.415946816258,"Saintes"
"Saligny","P",19.79,52,"85",46.7991817145,-1.40338504735,"Roche-sur-Yon (La)"
"Salindres","P",32.11,91,"30",44.1650140999,4.16135836746,"Alès"
"Sallagriffon","P",25.52,93,"06",43.8807695445,6.91373768806,"Puget-Théniers"
"Sallèles-Cabardès","P",24.24,91,"11",43.3201466432,2.42096628155,"Carcassonne"
"Salles","P",19.59,72,"47",44.5297987522,0.890077944745,"Villeneuve-sur-Lot"
"Salles-Arbuissonnas-en-Beaujolais","P",21.67,82,"69",46.0453025139,4.63089316572,"Villefranche-sur-Saône"
"Salles-Curan","P",15.04,73,"12",44.159383352,2.78625740284,"Millau"
"Salles-de-Belvès","P",17.16,72,"24",44.7165357238,0.998995067473,"Sarlat-la-Canéda"
"Salles-sur-l'Hers","P",24.24,91,"11",43.29456777,1.78132422207,"Carcassonne"
"Salmbach","P",10.290000000000001,42,"67",48.9761241768,8.07012964746,"Wissembourg"
"Salomé","P",27.330000000000002,31,"59",50.5358395709,2.83692247297,"Lille"
"Salonnes","P",15.78,41,"57",48.7893695962,6.49332298181,"Sarrebourg"
"Salt-en-Donzy","P",20.71,82,"42",45.7335095274,4.28266323222,"Montbrison"
"Salvizinet","P",20.71,82,"42",45.7593642516,4.27548067122,"Montbrison"
"Salzuit","P",15.779999999999998,83,"43",45.2095833426,3.48272203191,"Brioude"
"Samazan","P",31.93,72,"47",44.4348291944,0.109706411573,"Marmande"
"Sammarçolles","P",15.8,54,"86",47.0399718378,0.170367422545,"Châtellerault"
"Samois-sur-Seine","P",43.83,11,"77",48.4550515717,2.75291155262,"Fontainebleau"
"Sampigny-lès-Maranges","P",21.36,26,"71",46.9020668199,4.65271904267,"Autun"
"Samuran","P",20.43,73,"65",42.9851402717,0.600350618237,"Bagnères-de-Bigorre"
"San-Gavino-d'Ampugnani","P",30.34,94,"2B",42.4174866723,9.42542764593,"Bastia"
"San-Giuliano","P",25.52,94,"2B",42.2880809404,9.52881178736,"Ghisonaccia"
"Sancergues","P",24.410000000000004,24,"18",47.1626367318,2.89993573993,"Bourges"
"Sanchey","P",19.52,41,"88",48.1669458665,6.36802585662,"Remiremont"
"Sancourt","P",29.400000000000006,23,"27",49.3535843441,1.67606825753,"Andelys (Les)"
"Sancy-les-Cheminots","P",24.39,22,"02",49.4393806827,3.47649552313,"Soissons"
"Sandrans","P",30.450000000000003,82,"01",46.0656961548,4.98282673172,"Trévoux"
"Sanilhac-Sagriès","P",46.870000000000005,91,"30",43.9548767362,4.4196061912,"Bagnols-sur-Cèze"
"Soccia","P",21.32,94,"2A",42.2094271559,8.92258883331,"Ajaccio"
"Soeurdres","P",20.939999999999998,52,"49",47.7408689927,-0.570923085358,"Segré"
"Bais","P",18.12,53,"35",48.0108227925,-1.30560487998,"Vitré"
"Baix","P",19.589999999999996,82,"07",44.7063788805,4.75106497533,"Privas"
"Baizieux","P",22.44,22,"80",49.990475441,2.51255850083,"Amiens"
"Baladou","P",18.45,73,"46",44.9240844611,1.55512235753,"Gourdon"
"Balan","P",30.450000000000003,82,"01",45.8311226453,5.10780019249,"Trévoux"
"Balaruc-le-Vieux","P",51.9,91,"34",43.4659799669,3.69713367505,"Pézenas-Sète"
"Balbronn","P",17.189999999999998,42,"67",48.5825386976,7.40408500338,"Molsheim"
"Balesta","P",25.51,73,"31",43.2022153285,0.563416823751,"Saint-Gaudens"
"Balgau","P",20.89,42,"68",47.9272368478,7.53211500774,"Colmar"
"Balinghem","P",12.52,31,"62",50.8613731955,1.94035198603,"Saint-Omer"
"Ballans","P",32.03,54,"17",45.8083081016,-0.225189641549,"Saint-Jean-d'Angély"
"Balleroy","P",19.869999999999997,25,"14",49.1801660324,-0.839275566606,"Bayeux"
"Balléville","P",28.84,41,"88",48.3345074129,5.84687687585,"Neufchâteau"
"Ballots","P",20.209999999999997,52,"53",47.9040903892,-1.05880243531,"Château-Gontier"
"Balsac","P",9.94,73,"12",44.40028476,2.45563526521,"Rodez"
"Bambecque","P",17.75,31,"59",50.9087831017,2.56046766711,"Dunkerque"
"Ban-de-Laveline","P",18.23,41,"88",48.2280944054,7.08440511978,"Saint-Dié-des-Vosges"
"Bancigny","P",37.550000000000004,22,"02",49.7978711595,4.03669866073,"Vervins"
"Banize","P",14.680000000000001,74,"23",45.9368272021,1.99756920373,"Aubusson"
"Bannay","P",17.189999999999998,41,"57",49.1219359607,6.46458815093,"Boulay-Moselle"
"Banneville-la-Campagne","P",16.919999999999998,25,"14",49.1686883347,-0.224327204511,"Caen"
"Banogne-Recouvrance","P",22.490000000000002,21,"08",49.5702609587,4.13247064343,"Rethel"
"Banos","P",18.24,72,"40",43.7306552333,-0.621226009645,"Mont-de-Marsan"
"Banthelu","P",37.690000000000005,11,"95",49.125635171,1.81493362014,"Cergy-Pontoise"
"Banvou","P",15.580000000000002,25,"61",48.6639903117,-0.556894831544,"Domfront"
"Bapaume","P",18.33,31,"62",50.1013647974,2.85501640622,"Arras"
"Bar-le-Duc","P",33.57,41,"55",48.7642280465,5.16346492169,"Bar-le-Duc"
"Baraigne","P",24.24,91,"11",43.3308772937,1.82285483659,"Carcassonne"
"Barbaggio","P",30.34,94,"2B",42.6841491468,9.36802297003,"Bastia"
"Barbâtre","P",28.450000000000003,52,"85",46.9335754783,-2.16743559847,"Sables d'Olonne (Les)"
"Barbazan-Dessus","P",17.720000000000002,73,"65",43.1640011198,0.143871058767,"Tarbes"
"Barberier","P",15.879999999999999,83,"03",46.2199674425,3.24930716448,"Vichy"
"Barbezieux-Saint-Hilaire","P",22.45,54,"16",45.4780382344,-0.157746079718,"Cognac"
"Barbonville","P",21.240000000000002,41,"54",48.5504061988,6.35579001053,"Lunéville"
"Barcelonnette","P",24.7,93,"04",44.3785614205,6.65215089713,"Barcelonnette"
"Barcy","P",39.87,11,"77",49.0168774828,2.87655979952,"Meaux"
"Bard-le-Régulier","P",17.959999999999997,26,"21",47.1461439865,4.3014564581,"Montbard"
"Bardos","P",11.979999999999999,72,"64",43.4681224323,-1.22301840969,"Bayonne"
"Barentin","P",15.52,23,"76",49.5454370326,0.957011967644,"Yvetot"
"Barésia-sur-l'Ain","P",17.94,43,"39",46.5423863314,5.70324307586,"Lons-le-Saunier"
"Bargème","P",39.22,93,"83",43.7301362684,6.5708673229,"Draguignan"
"Bargny","P",46.8,22,"60",49.1776038507,2.95817932227,"Senlis"
"Barjac","P",28.049999999999997,73,"09",43.062297676,1.13524619399,"Saint-Girons"
"Barjouville","P",30.81,24,"28",48.4066421974,1.47210057567,"Lucé"
"Barly","P",22.44,22,"80",50.2057087511,2.27424425535,"Amiens"
"Barneville-Carteret","P",11.070000000000002,25,"50",49.3804461853,-1.77027682978,"Cherbourg-Octeville"
"Barneville-sur-Seine","P",24.16,23,"27",49.3845601903,0.854432442318,"Pont-Audemer"
"Baron","P",15.540000000000001,26,"71",46.4934149552,4.28185595803,"Charolles"
"Barrais-Bussolles","P",15.879999999999999,83,"03",46.2837408507,3.69766013244,"Vichy"
"Barraux","P",43.5,82,"38",45.4360335449,5.98047363076,"Meylan"
"Barrême","P",29.389999999999997,93,"04",43.9462808705,6.37811558709,"Digne-les-Bains"
"Barrettali","P",30.34,94,"2B",42.8731830827,9.36073943184,"Bastia"
"Bars","P",12.51,73,"32",43.5112792278,0.301731537971,"Mirande"
"Bartenheim","P",28.22,42,"68",47.6362849044,7.4885344409,"Mulhouse"
"Bartherans","P",25.520000000000003,43,"25",47.03684296,5.9254921225,"Besançon"
"Barville-en-Gâtinais","P",32.64,24,"45",48.1116745133,2.39944970618,"Pithiviers"
"Bas-Lieu","P",22.02,31,"59",50.1443528184,3.95104519087,"Avesnes-sur-Helpe"
"Baslieux-lès-Fismes","P",34.58,21,"51",49.3247340929,3.7142359608,"Reims"
"Basse-Ham","P",22.09,41,"57",49.3759973873,6.23863474222,"Thionville"
"Bassemberg","P",20.27,42,"67",48.3359466326,7.27796558319,"Sélestat"
"Bassens","P",60.27,72,"33",44.9084140601,-0.525868280903,"Bordeaux"
"Bassevelle","P",40.69,11,"77",48.9228496694,3.28206618815,"Coulommiers"
"Bassing","P",15.78,41,"57",48.8728450421,6.80064100992,"Sarrebourg"
"Bassu","P",39.35,21,"51",48.833946829,4.69258148533,"Vitry-le-François"
"Bassurels","P",17.74,91,"48",44.1576500165,3.60529692869,"Florac"
"Bastelicaccia","P",21.32,94,"2A",41.9352135675,8.83650751371,"Ajaccio"
"Batilly","P",18.04,25,"61",48.7257261452,-0.179853434591,"Alençon-Argentan"
"Battenans-les-Mines","P",25.520000000000003,43,"25",47.4052335763,6.27229432169,"Besançon"
"Batzendorf","P",13.62,42,"67",48.7820553601,7.70964609521,"Haguenau"
"Baudemont","P",15.540000000000001,26,"71",46.2935955045,4.28502745064,"Charolles"
"Baudinard-sur-Verdon","P",39.22,93,"83",43.7138038426,6.13352757623,"Draguignan"
"Baudrecourt","P",15.78,41,"57",48.9603224035,6.45869419532,"Sarrebourg"
"Baudrières","P",19.060000000000002,26,"71",46.6659094039,5.00248487776,"Chalon-sur-Saône"
"Baugy","P",15.540000000000001,26,"71",46.3075519171,4.03236080451,"Charolles"
"Baule","P",27.580000000000002,24,"45",47.8106703162,1.66824027351,"Orléans"
"Baulon","P",23.869999999999997,53,"35",47.9948578338,-1.92813623016,"Redon"
"Baurech","P",32.779999999999994,72,"33",44.7274813784,-0.433879900007,"Bordeaux-Bastide"
"Bavay","P",22.02,31,"59",50.2936087618,3.80308794658,"Avesnes-sur-Helpe"
"Bavent","P",16.919999999999998,25,"14",49.2260268215,-0.182663216453,"Caen"
"Bax","P",44.88,73,"31",43.2246503124,1.28820389123,"Muret"
"Baye","P",37.22,21,"51",48.8606173405,3.75936134657,"Epernay"
"Bayenghem-lès-Seninghem","P",12.52,31,"62",50.7048864835,2.07577387326,"Saint-Omer"
"Bayons","P",35.86,93,"04",44.3249277264,6.17282537759,"Forcalquier"
"Bazaiges","P",15.01,24,"36",46.4844280424,1.5276226501,"Châtre (La)"
"Bazainville","P",38.209999999999994,11,"78",48.8073241204,1.66749054563,"Mantes-la-Jolie"
"Bazauges","P",32.03,54,"17",45.9171649237,-0.164856392968,"Saint-Jean-d'Angély"
"Bazentin","P",30.85,22,"80",50.0297774468,2.76647860056,"Péronne"
"Baziège","P",39.699999999999996,73,"31",43.4622367436,1.62799581298,"Villefranche-de-Lauragais"
"Bazillac","P",17.720000000000002,73,"65",43.3599640684,0.110946825712,"Tarbes"
"Bazoches","P",18.830000000000002,26,"58",47.368858753,3.79377524452,"Château-Chinon"
"Bourg-le-Roi","P",19.92,52,"72",48.3460739531,0.132093521683,"Mamers"
"Bourg-Saint-Christophe","P",30.450000000000003,82,"01",45.8861934456,5.14349196896,"Trévoux"
"Bourgeauville","P",26.03,25,"14",49.2681454005,0.0583853935141,"Deauville"
"Bourgnac","P",21.97,72,"24",45.0173532557,0.397961446009,"Ribérac"
"Bourgneuf","P",34.489999999999995,82,"73",45.552915929,6.24666170942,"Chambéry"
"Bourgon","P",16.25,52,"53",48.1603649988,-1.04536225795,"Laval"
"Bourguignon-lès-Conflans","P",24.41,43,"70",47.8155894506,6.15743320592,"Lure"
"Bourguignons","P",36.410000000000004,21,"10",48.1412628808,4.3624282849,"Bar-sur-Aube"
"Bourideys","P",26.759999999999998,72,"33",44.3577116761,-0.47241853929,"Langon"
"Bourlon","P",18.33,31,"62",50.180525748,3.12077414192,"Arras"
"Barcillonnette","P",21.53,93,"05",44.4300646552,5.90582685015,"Gap"
"Bard-lès-Pesmes","P",20.28,43,"70",47.2781983751,5.62760056211,"Vesoul"
"Bardouville","P",15.52,23,"76",49.4336284881,0.923414298372,"Yvetot"
"Bareilles","P",20.43,73,"65",42.8909172311,0.436736458562,"Bagnères-de-Bigorre"
"Barenton-Bugny","P",27.84,22,"02",49.6218589779,3.66103056579,"Laon"
"Barges","P",24.919999999999998,26,"21",47.2092455725,5.05951734595,"Dijon"
"Barinque","P",13.530000000000001,72,"64",43.4040350013,-0.269781784045,"Pau"
"Barjac","P",15.629999999999999,91,"48",44.5220189708,3.40925330342,"Mende"
"Barlest","P",17.720000000000002,73,"65",43.1500535146,-0.0958058355214,"Tarbes"
"Barlieu","P",24.410000000000004,24,"18",47.4937866179,2.62277593565,"Bourges"
"Barnas","P",26.229999999999997,82,"07",44.6689664287,4.15925851766,"Largentière"
"Baron","P",46.870000000000005,91,"30",44.0555735383,4.2751122058,"Bagnols-sur-Cèze"
"Baronville","P",18.12,41,"57",48.9385057671,6.61439678254,"Forbach"
"Baroville","P",36.410000000000004,21,"10",48.1827443847,4.74092531324,"Bar-sur-Aube"
"Barrancoueu","P",20.43,73,"65",42.9099558733,0.325530555509,"Bagnères-de-Bigorre"
"Barret-de-Lioure","P",35.68,82,"26",44.1754211867,5.51622125908,"Nyons"
"Barro","P",20.81,54,"16",46.0050083194,0.235825640846,"Confolens"
"Barry","P",17.720000000000002,73,"65",43.1386668818,0.0200105013053,"Tarbes"
"Barsac","P",26.759999999999998,72,"33",44.6017775611,-0.323930210636,"Langon"
"Barville","P",26.09,23,"27",49.157858783,0.485044896768,"Bernay"
"Barzun","P",13.530000000000001,72,"64",43.2154362655,-0.134118816539,"Pau"
"Bascons","P",18.24,72,"40",43.8308003292,-0.424817437129,"Mont-de-Marsan"
"Basly","P",16.919999999999998,25,"14",49.2759084631,-0.426109621277,"Caen"
"Bassan","P",51.9,91,"34",43.4084026514,3.2545400418,"Pézenas-Sète"
"Basse-Rentgen","P",22.09,41,"57",49.4899417302,6.2028697524,"Thionville"
"Bassercles","P",34.44,72,"40",43.559004732,-0.610454626162,"Dax"
"Bazoches-les-Hautes","P",19.7,24,"28",48.159923395,1.82026354206,"Châteaudun"
"Bazoges-en-Paillers","P",19.79,52,"85",46.9213757643,-1.14415666313,"Roche-sur-Yon (La)"
"Bazordan","P",17.720000000000002,73,"65",43.2217370669,0.547780218437,"Tarbes"
"Bazugues","P",12.51,73,"32",43.4509092165,0.34216662442,"Mirande"
"Béard-Géovreissiat","P",32.47,82,"01",46.1896733539,5.55139781353,"Gex"
"Beaucaire","P",23.36,73,"32",43.8370869594,0.375982093244,"Condom"
"Beaucamps-le-Vieux","P",21.8,22,"80",49.8435746385,1.77757240569,"Abbeville"
"Beauchamp","P",49.44,11,"95",49.0148746005,2.19223334805,"Taverny"
"Beauchêne","P",16.57,24,"41",47.9427844885,0.971276009612,"Vendôme"
"Beaucourt","P",19.55,43,"90",47.4866458822,6.92526796011,"Belfort"
"Beaucourt-sur-l'Ancre","P",30.85,22,"80",50.0848116723,2.68398023051,"Péronne"
"Beaudéduit","P",29.380000000000003,22,"60",49.6788602196,2.05926915948,"Beauvais"
"Beaufin","P",34.89000000000001,82,"38",44.7869957954,5.95901244444,"Mure (La)"
"Beaufort","P",22.02,31,"59",50.2183201415,3.96567972154,"Avesnes-sur-Helpe"
"Beaufou","P",19.79,52,"85",46.8191122027,-1.52479250801,"Roche-sur-Yon (La)"
"Beaugency","P",27.580000000000002,24,"45",47.7781494309,1.63946818857,"Orléans"
"Beaujeu","P",29.389999999999997,93,"04",44.2185950386,6.37119806932,"Digne-les-Bains"
"Beaulieu","P",26.229999999999997,82,"07",44.3546311078,4.25062082781,"Largentière"
"Beaulieu","P",11.420000000000002,83,"43",45.1427890679,3.95088637654,"Puy-en-Velay (Le)"
"Beaulieu-les-Fontaines","P",45.99,22,"60",49.6653459644,2.91164661769,"Compiègne"
"Beaulieu-sous-Parthenay","P",23.379999999999995,54,"79",46.5772588868,-0.208446737008,"Parthenay"
"Beaulieu-sur-Oudon","P",16.25,52,"53",47.9922207523,-0.988210034643,"Laval"
"Beauménil","P",18.23,41,"88",48.1718555594,6.72212832026,"Saint-Dié-des-Vosges"
"Beaumettes","P",39.089999999999996,93,"84",43.8631590289,5.2036579356,"Pertuis"
"Beaumetz-lès-Aire","P",12.52,31,"62",50.5437814581,2.21908661342,"Saint-Omer"
"Beaumont","P",23.36,73,"32",43.9377749989,0.290830760764,"Condom"
"Beaumont-de-Lomagne","P",37.0,73,"82",43.876728355,1.01059588806,"Castelsarrasin"
"Beaumont-du-Ventoux","P",26.379999999999995,93,"84",44.1826393714,5.21385670497,"Carpentras"
"Beaumont-en-Véron","P",22.73,24,"37",47.1939476684,0.186243013287,"Chinon"
"Beaumont-le-Hareng","P",13.1,23,"76",49.6634230992,1.22007480848,"Dieppe"
"Beaumont-les-Autels","P",20.93,24,"28",48.239618229,0.952240810191,"Nogent-le-Rotrou"
"Beaumont-Pied-de-Boeuf","P",20.209999999999997,52,"53",47.9084771781,-0.440801679102,"Château-Gontier"
"Beaumont-sur-Sarthe","P",19.92,52,"72",48.2246887958,0.112408293978,"Mamers"
"Beaumotte-Aubertans","P",20.28,43,"70",47.433936502,6.16129269067,"Vesoul"
"Beaunay","P",37.22,21,"51",48.8767550463,3.88535038911,"Epernay"
"Beaunotte","P",17.959999999999997,26,"21",47.6813180742,4.7162410659,"Montbard"
"Beaupuy","P",24.43,73,"82",43.8187281696,1.11607060391,"Montauban"
"Beaurainville","P",19.16,31,"62",50.4202171445,1.90313818619,"Ecuires"
"Beauregard-l'Évêque","P",21.41,83,"63",45.8137742226,3.29884607281,"Clermont-Ferrand"
"Beaurepaire","P",19.79,52,"85",46.9050210355,-1.10144867013,"Roche-sur-Yon (La)"
"Beaurevoir","P",21.38,22,"02",49.9965608612,3.32970842537,"Saint-Quentin"
"Beausemblant","P",35.3,82,"26",45.2124337402,4.84068109312,"Romans-sur-Isère"
"Beauteville","P",39.699999999999996,73,"31",43.349128147,1.73283349188,"Villefranche-de-Lauragais"
"Beauvain","P",15.580000000000002,25,"61",48.6202503674,-0.302633037156,"Domfront"
"Beauvais-sur-Matha","P",32.03,54,"17",45.8934079411,-0.179132842333,"Saint-Jean-d'Angély"
"Beauvau","P",22.850000000000005,52,"49",47.5945239256,-0.254061152947,"Angers"
"Beauvilliers","P",16.57,24,"41",47.8400178588,1.25331168188,"Vendôme"
"Beauvoir","P",26.180000000000003,26,"89",47.7920347312,3.38017414614,"Auxerre"
"Beauvoir-en-Lyons","P",20.66,23,"76",49.484261541,1.58305968488,"Neufchâtel-en-Bray"
"Beauvois","P",16.729999999999997,31,"62",50.3742414369,2.23430985863,"Saint-Pol-sur-Ternoise"
"Beauzelle","P",35.41,73,"31",43.667783714,1.37408906279,"Toulouse Mirail"
"Beccas","P",12.51,73,"32",43.4328989193,0.15708543205,"Mirande"
"Bécordel-Bécourt","P",30.85,22,"80",49.9966789706,2.68706400892,"Péronne"
"Bédarrides","P",43.269999999999996,93,"84",44.0477457533,4.90804109098,"Avignon"
"Bédéchan","P",18.650000000000002,73,"32",43.5735987591,0.792312827863,"Auch"
"Bedenac","P",29.24,54,"17",45.1855001238,-0.31284209172,"Jonzac"
"Beffu-et-le-Morthomme","P",21.57,21,"08",49.372094938,4.89223564312,"Vouziers"
"Bègles","P",60.27,72,"33",44.8016009051,-0.547755768448,"Bordeaux"
"Bégole","P",17.720000000000002,73,"65",43.1596154692,0.319511225672,"Tarbes"
"Béhagnies","P",18.33,31,"62",50.1420610157,2.8275098552,"Arras"
"Behren-lès-Forbach","P",18.12,41,"57",49.1675786838,6.94249059471,"Forbach"
"Beine-Nauroy","P",34.58,21,"51",49.2458158743,4.23851235844,"Reims"
"Beire-le-Châtel","P",17.409999999999997,26,"21",47.4180183198,5.21317142788,"Is-sur-Tille"
