reg	dep	com_nom	long	lat	pop_2010
11	77	NEMOURS	2.692611	48.267043	12531.2567357934
11	77	CHAUCONIN-NEUFMONTIERS	2.838324	48.973767	2943.2654405624
11	77	NEUFMOUTIERS-EN-BRIE	2.830289	48.7688739	1060.7402327578
11	77	NOISIEL	2.628701	48.85478	15964.2255638331
11	77	NOISY-RUDIGNON	2.931785	48.335437	611.4847574677
11	77	NOISY-SUR-ECOLE	2.496133	48.373156	1953.0283835555
11	77	BLANDY	2.782819	48.5669449	782.8564122929
11	77	NONVILLE	2.794352	48.28204	634.0296473149
11	77	NOYEN-SUR-SEINE	3.349481	48.452794	374.4497453238
11	77	OBSONVILLE	2.5600839	48.217079	108.0217205393
11	77	OCQUERRE	3.057334	49.038697	415.4062821511
11	77	OISSERY	2.8189639	49.071245	2199.9351412084
11	77	ORLY-SUR-MORIN	3.229836	48.903877	646.635248567
11	77	LES ORMES-SUR-VOULZIE	3.223967	48.460502	833.7785145965
11	77	ORMESSON	2.648624	48.248366	256.4389918876
11	77	OTHIS	2.675071	49.073912	6536.7463442605
11	77	BLENNES	3.023408	48.25764	554.0048204762
11	77	OZOIR-LA-FERRIERE	2.671739	48.763827	19530.6027538616
11	77	OZOUER-LE-VOULGIS	2.77331	48.659608	2003.7740062189
11	77	PALEY	2.8543599	48.248658	428.6592887633
11	77	PAMFOU	2.871128	48.4610399	932.8130222859
11	77	PAROY	3.198835	48.479945	161.7400126635
11	77	PASSY-SUR-SEINE	3.348288	48.425318	46.7953938451
11	77	PECY	3.078244	48.65574	846.3307578417
11	77	PENCHARD	2.86036	48.986833	1113.0097004238
11	77	PERTHES	2.555278	48.475655	2144.9328239059
11	77	BOISDON	3.225833	48.684706	88.8441746625
11	77	PEZARCHES	2.989805	48.735704	409.3254345019
11	77	PIERRE-LEVEE	3.0379139	48.899336	479.565442699
11	77	LE PIN	2.630118	48.915081	1213.3249564627
11	77	LE PLESSIS-AUX-BOIS	2.768818	49.003607	263.677966242
11	77	LE PLESSIS-FEU-AUSSOUX	3.032086	48.715732	585.3819026139
11	77	LE PLESSIS-L'EVEQUE	2.784366	49.00856	239.8731531387
11	77	LE PLESSIS-PLACY	2.98905	49.05788	258.5306158578
11	77	POIGNY	3.2836599	48.5394689	477.2474167825
11	77	POINCY	2.935734	48.969237	718.7115474593
11	77	BOIS-LE-ROI	2.692292	48.474568	5404.9601206625
11	77	POLIGNY	2.74573	48.22435	797.3893664307
11	77	POMMEUSE	3.015702	48.816543	2714.803963802
11	77	POMPONNE	2.690963	48.881511	3460.2507690878
11	77	PONTAULT-COMBAULT	2.607598	48.801255	34230.8519439601
11	77	PONTCARRE	2.705341	48.797343	2092.1094859668
11	77	PRECY-SUR-MARNE	2.776364	48.930027	786.4934904639
11	77	PRESLES-EN-BRIE	2.7363209	48.714291	2289.8887165667
11	77	PRINGY	2.558354	48.521713	2606.2234278187
11	77	PROVINS	3.299203	48.560149	12522.7114034162
11	77	BOISSETTES	2.610475	48.520447	443.2049237058
11	77	PUISIEUX	2.916235	49.066208	297.6470549604
11	77	QUIERS	2.970954	48.607127	679.5312885376
11	77	QUINCY-VOISINS	2.874444	48.8996	5079.7289709013
11	77	RAMPILLON	3.066898	48.549948	850.2617052083
11	77	REAU	2.6272	48.613078	1125.2151923003
11	77	REBAIS	3.23182	48.8466	2163.8599996384
11	77	RECLOSES	2.640925	48.346409	728.159860387
11	77	REMAUVILLE	2.824804	48.211802	460.5334962925
11	77	REUIL-EN-BRIE	3.146541	48.960885	824.2227366084
11	77	LA ROCHETTE	2.662553	48.508348	3098.2866056945
11	77	BOISSISE-LA-BERTRAND	2.588402	48.527127	980.4120444262
11	77	ROISSY-EN-BRIE	2.654541	48.790685	22791.1047420346
11	77	ROUILLY	3.2781	48.5922	495.1940306381
11	77	ROUVRES	2.716335	49.062066	640.7399423031
11	77	ROZAY-EN-BRIE	2.959045	48.683832	2674.3459227689
11	77	RUBELLES	2.680726	48.55818	2044.1810035037
11	77	RUMONT	2.4980319	48.265087	125.1543166342
11	77	RUPEREUX	3.3320059	48.636376	107.8189293222
11	77	SAACY-SUR-MARNE	3.208556	48.961481	1713.6088148006
11	77	SABLONNIERES	3.290557	48.879283	700.5317765752
11	77	SAINT-ANGE-LE-VIEL	2.9024899	48.264973	222.4748665251
11	77	ANDREZEL	2.811922	48.611476	269.0335971738
11	77	BOISSISE-LE-ROI	2.571664	48.526605	3574.3426608849
11	77	SAINT-AUGUSTIN	3.0298	48.786467	1734.1532139959
11	77	SAINTE-AULDE	3.180747	49.002132	642.7293206586
11	77	SAINT-BARTHELEMY	3.362957	48.819306	333.0765001308
11	77	SAINT-BRICE	3.322872	48.566991	735.8126972633
11	77	SAINTE-COLOMBE	3.257106	48.528717	1730.4760615078
11	77	SAINT-CYR-SUR-MORIN	3.189882	48.914918	1855.7013042878
11	77	SAINT-DENIS-LES-REBAIS	3.209997	48.835707	970.7987235864
11	77	SAINT-FARGEAU-PONTHIERRY	2.5442	48.53	12479.5434359342
11	77	SAINT-FIACRE	2.954301	48.923062	374.0553679825
11	77	SAINT-GERMAIN-LAVAL	2.996957	48.39862	2966.2111635799
11	77	BOISSY-AUX-CAILLES	2.502919	48.3197819	324.1745849389
11	77	SAINT-GERMAIN-LAXIS	2.709309	48.581953	525.7228540395
11	77	SAINT-GERMAIN-SOUS-DOUE	3.145099	48.851895	496.3053660185
11	77	SAINT-GERMAIN-SUR-ECOLE	2.508776	48.474465	364.4633406538
11	77	SAINT-GERMAIN-SUR-MORIN	2.851295	48.882725	3604.2604877625
11	77	SAINT-HILLIERS	3.257777	48.621752	431.3717567513
11	77	SAINT-JEAN-LES-DEUX-JUMEAUX	3.0262889	48.943657	1122.0575651584
11	77	SAINT-JUST-EN-BRIE	3.104723	48.600352	260.6913679805
11	77	SAINT-LEGER	3.25515	48.838971	201.9775051599
11	77	SAINT-LOUP-DE-NAUD	3.210084	48.535713	871.362246528
11	77	SAINT-MAMMES	2.807999	48.388682	3230.7592631209
11	77	BOISSY-LE-CHATEL	3.139148	48.829078	3116.2639289408
11	77	SAINT-MARD	2.702097	49.040614	3715.3600389446
11	77	SAINT-MARS-VIEUX-MAISONS	3.3211	48.7425	308.7593575992
11	77	SAINT-MARTIN-DES-CHAMPS	3.336186	48.7784199	735.4503312593
11	77	SAINT-MARTIN-DU-BOSCHET	3.427933	48.735707	309.5526628234
11	77	SAINT-MARTIN-EN-BIERE	2.567121	48.437126	817.4689432327
11	77	SAINT-MERY	2.826109	48.577528	397.6800776721
11	77	SAINT-MESMES	2.698836	48.985053	532.5283594818
11	77	SAINT-OUEN-EN-BRIE	2.917322	48.557753	829.4106415458
11	77	SAINT-OUEN-SUR-MORIN	3.207623	48.9044	555.630155678
11	77	BOITRON	3.26162	48.897217	387.276981099
11	77	SAINT-PATHUS	2.794489	49.07342	5529.5947737068
11	77	SAINT-PIERRE-LES-NEMOURS	2.681118	48.266196	5642.6321330921
11	77	SAINT-REMY-LA-VANNE	3.232405	48.792109	983.3720013561
11	77	SAINTS	3.05794	48.7562349	1275.5207240752
11	77	SAINT-SAUVEUR-LES-BRAY	3.203219	48.439373	326.1181618889
11	77	SAINT-SAUVEUR-SUR-ECOLE	2.546967	48.49677	1102.8426114584
11	77	SAINT-SIMEON	3.202963	48.798484	866.5733170325
11	77	SAINT-SOUPPLETS	2.806764	49.039423	3364.4145538299
11	77	SAINT-THIBAULT-DES-VIGNES	2.6880829	48.868659	5795.9400977673
11	77	SALINS	3.0216	48.421604	1006.9304293173
11	77	BOMBON	2.858968	48.572776	977.6352644909
11	77	SAMMERON	3.080413	48.947394	991.0388546931
11	77	SAMOIS-SUR-SEINE	2.75345	48.4530699	1959.9972838883
11	77	SAMOREAU	2.754079	48.423454	2359.147996037
11	77	SANCY	2.960435	48.8859009	394.6924070797
11	77	SANCY-LES-PROVINS	3.391342	48.696215	325.005797107
11	77	SAVIGNY-LE-TEMPLE	2.580987	48.59586	29019.7638456977
11	77	SAVINS	3.200901	48.510057	646.6505844282
11	77	SEINE-PORT	2.549623	48.558093	1910.2508161831
11	77	SEPT-SORTS	3.103201	48.9373999	435.805191861
11	77	SERRIS	2.788231	48.84432	8504.3786697752
11	77	BOUGLIGNY	2.657468	48.195248	720.8865423445
11	77	SERVON	2.587127	48.7168149	2862.8757400777
11	77	SIGNY-SIGNETS	3.067092	48.926805	595.2621781815
11	77	SIGY	3.1812109	48.478112	45.5456884032
11	77	SIVRY-COURTRY	2.755006	48.527629	953.3719874381
11	77	SOGNOLLES-EN-MONTOIS	3.167527	48.511302	433.2965959568
11	77	SOIGNOLLES-EN-BRIE	2.69887	48.653547	1972.4518826905
11	77	SOISY-BOUY	3.289738	48.509786	780.8292378335
11	77	SOLERS	2.717903	48.657948	1223.5734816251
11	77	SOUPPES-SUR-LOING	2.733178	48.183625	5599.3169956214
11	77	SOURDUN	3.349022	48.539468	1666.5814064092
11	77	BOULANCOURT	2.4363419	48.258276	356.4222103225
11	77	TANCROU	3.046119	48.999808	355.1275977208
11	77	THENISY	3.176792	48.489183	276.3504763669
11	77	THIEUX	2.66772	49.010414	835.6495599115
11	77	THOMERY	2.784672	48.409154	3424.8318605306
11	77	THORIGNY-SUR-MARNE	2.712292	48.883881	9351.8021632706
11	77	THOURY-FEROTTES	2.942105	48.291489	610.1737473545
11	77	TIGEAUX	2.905147	48.829031	360.8159619224
11	77	LA TOMBE	3.089538	48.388374	213.9018135993
11	77	TORCY	2.654472	48.850572	21878.8040587237
11	77	TOUQUIN	3.011745	48.735158	1145.308829358
11	77	BOULEURS	2.906443	48.8815079	1490.5311871822
11	77	TOURNAN-EN-BRIE	2.7658299	48.739886	8047.9267782541
11	77	TOUSSON	2.45945	48.346385	369.9736285942
11	77	LA TRETOIRE	3.251912	48.873994	371.5508963936
11	77	TREUZY-LEVELAY	2.81496	48.272743	457.3320710021
11	77	TRILBARDOU	2.804777	48.943741	640.6916357366
11	77	TRILPORT	2.947058	48.958039	4861.5353346199
11	77	TROCY-EN-MULTIEN	2.963061	49.042341	276.6058771425
11	77	URY	2.6016499	48.3409199	846.6784050695
11	77	USSY-SUR-MARNE	3.07337	48.954007	951.5632127865
11	77	VAIRES-SUR-MARNE	2.639543	48.873609	11986.6117895322
11	77	BOURRON-MARLOTTE	2.7019289	48.340508	2774.3311203474
11	77	VALENCE-EN-BRIE	2.890114	48.44405	972.8880009634
11	77	VANVILLE	3.10689	48.554918	164.3027466011
11	77	VARENNES-SUR-SEINE	2.929185	48.376287	3203.2373261205
11	77	VARREDDES	2.928891	49.002369	1798.2853944678
11	77	VAUCOURTOIS	2.953043	48.895345	211.2228180163
11	77	LE VAUDOUE	2.519083	48.35528	711.2952655689
11	77	VAUDOY-EN-BRIE	3.080243	48.688393	842.2954202216
11	77	VAUX-LE-PENIL	2.68411	48.525439	11303.9763096448
11	77	VAUX-SUR-LUNAIN	2.937085	48.227118	204.4422348517
11	77	BOUTIGNY	2.928621	48.920193	855.684910161
11	77	VENDREST	3.093234	49.0463049	729.4874260434
11	77	VENEUX-LES-SABLONS	2.7951609	48.377846	4788.5372663316
11	77	VERDELOT	3.365642	48.875163	745.9081761149
11	77	VERNEUIL-L'ETANG	2.835813	48.645057	3001.5086055106
11	77	VERNOU-LA-CELLE-SUR-SEINE	2.8466109	48.389259	2610.7764612205
